IDS_PROPQUEST_INC_000000	Evènement
IDS_PROPQUEST_INC_000608	Selon mes sources, les Pranksters seraient désormais au Jardin de Rhisis… Ces 8 livres sont vraiment d'une valeur inestimable, Rupim te sera éternellement reconnaissante si tu les lui ramènes. 
IDS_PROPQUEST_INC_000609	Bonne chance, futur Ranger !
IDS_PROPQUEST_INC_000610	Il faut absolument retrouver cette relique, ceci devrait être ta toute première priorité !
IDS_PROPQUEST_INC_000611	Oh, tu as finalement retrouvé l'Histoire des Héros ! Je ne sais pas par quel miracle tu l'as retrouvée, mais maintenant le trésor est enfin à sa place..
IDS_PROPQUEST_INC_000612	Quoiqu'il en soit, merci infiniment ! Je craignais vraiment de ne jamais revoir ces ouvrages...
IDS_PROPQUEST_INC_000613	En ce lieu nous protégeons les âmes des Héros. Mais quelle est la raison de ta venue ?
IDS_PROPQUEST_INC_000614	Récupérer l'Histoire des Héros volée par les Pranksters du Jardin de Rhisis, puis la rapporter à Rupim, à l'Autel des Rangers de Darkon 3.
IDS_PROPQUEST_INC_000615	
IDS_PROPQUEST_INC_000616	Successeur de Hynan - Chapitre Final
IDS_PROPQUEST_INC_000617	Je peux maintenant te confier le Sceau des Héros, qui confirme que tu as relevé avec succès tous les défis qui se sont présentés. Mais il te faut encore réussir l'épreuve finale…
IDS_PROPQUEST_INC_000618	Au sud de Darkon 3, à Guardiane, se trouve un lieu appelé la Chambre du Gardien.
IDS_PROPQUEST_INC_000619	Il te faut y pénétrer et vaincre le Gardien des Héros, Venel. Ta dernière épreuve sera de lui prendre son coeur !
IDS_PROPQUEST_INC_000620	Tu pourras alors te présenter à la Gardienne des Rangers, Kailreard.
IDS_PROPQUEST_INC_000621	Je te souhaite que la dextérité de Hynan t'accompagne !
IDS_PROPQUEST_INC_000622	Après avoir traversé tant d'épreuves, tu es sur le point d'abandonner ? Ceci est la dernière étape, réfléchis bien...
IDS_PROPQUEST_INC_000623	Bienvenue à Guardiane. Tu as réussi brillamment la dernière épreuve et mérite désormais d'être l'un des successeurs du Héros des Rangers.
IDS_PROPQUEST_INC_000624	Hynan, puisses-tu bénir et soutenir en tout temps cette personne ici qui dédie sa vie à ta volonté !
IDS_PROPQUEST_INC_000625	Seuls ceux reconnus comme successeurs de Hynan sont admis ici. Poursuis ton apprentissage...
IDS_PROPQUEST_INC_000626	Vaincre Venel et ramener son coeur à la Gardienne des Rangers, Kailreard.
IDS_PROPQUEST_INC_000627	
IDS_PROPQUEST_INC_000628	Nectar de Madrigal
IDS_PROPQUEST_INC_000629	La majorité du raisin poussant à Madrigal est utilisé pour faire du vin. Les vins issus des variétés de Flaris, de Saint Morning et de Darkon sont appelés Bojolais.
IDS_PROPQUEST_INC_000630	Si tu as la chance d'en déguster, tu peux selon la légende obtenir de mystérieux pouvoirs !
IDS_PROPQUEST_INC_000631	Il semble en fait que ces trois sortes de raisin possèdent des pouvoirs magiques venant de la terre, je les étudiés depuis longtemps.
IDS_PROPQUEST_INC_000632	Mais nous n'avons aucune de ces variétés, même si c'est la saison des vendanges. Les monstres en raffolent et nous pillent toutes nos récoltes…
IDS_PROPQUEST_INC_000633	Nous ne pouvons donc jamais goûter à ce nectar que nous attendons chaque année. Pourrais-tu nous aider et ramener un peu de ces raisins s'il te plaît ?
IDS_PROPQUEST_INC_000634	Oh merci beaucoup ! Il existe trois sortes de raisins, répartis selon leur région d'origine.  Apporte-moi s'il te plaît 20 Grappes de raisin de cette région uniquement car je ne peux les mélanger avec celles d'autres régions.
IDS_PROPQUEST_INC_000635	Hmm... Je ne peux pas commencer à préparer le Bojolais avant que le jour propice ne soit arrivé !
IDS_PROPQUEST_INC_000636	Ah ! Désormais je peux commencer à préparer ce nectar ! Merci. Je veux te récompenser avec une bouteille du Bojolais nouveau fait à l'aide des grappes rapportées par d'autres aventuriers.
IDS_PROPQUEST_INC_000637	Tu pourras découvrir par toi-même son goût fabuleux, teste le donc!
IDS_PROPQUEST_INC_000638	C'est tout ? Ce n'est pas assez pour faire du Bojolais, il me faut au moins 20 Grappes de raisin !
IDS_PROPQUEST_INC_000639	Et si tu trouves du raisin d'un autre cépage… apporte-le à la personne qui prépare le Bojolais dans cette région.
IDS_PROPQUEST_INC_000640	Ramener 20 Grappes de raisin de cette région, chaque région possédant son propre cépage.
IDS_PROPQUEST_INC_000641	
IDS_PROPQUEST_INC_000642	Nectar de Madrigal
IDS_PROPQUEST_INC_000643	La majorité du raisin poussant à Madrigal est utilisé pour faire du vin. Les vins issus des variétés de Flaris, de Saint Morning et de Darkon sont appelés Bojolais.
IDS_PROPQUEST_INC_000644	Si tu as la chance d'en déguster, tu peux selon la légende obtenir de mystérieux pouvoirs !
IDS_PROPQUEST_INC_000645	Il semble en fait que ces trois sortes de raisin possèdent des pouvoirs magiques venant de la terre, je les étudiés depuis longtemps.
IDS_PROPQUEST_INC_000646	Mais nous n'avons aucune de ces variétés, même si c'est la saison des vendanges. Les monstres en raffolent et nous pillent toutes nos récoltes…
IDS_PROPQUEST_INC_000647	Nous ne pouvons donc jamais goûter à ce nectar que nous attendons chaque année. Pourrais-tu nous aider et ramener un peu de ces raisins s'il te plaît ?
IDS_PROPQUEST_INC_000648	Oh merci beaucoup ! Il existe trois sortes de raisins, répartis selon leur région d'origine.  Apporte-moi s'il te plaît 20 Grappes de raisin de cette région uniquement car je ne peux les mélanger avec celles d'autres régions.
IDS_PROPQUEST_INC_000649	Hmm... Je ne peux pas commencer à préparer le Bojolais avant que le jour propice ne soit arrivé !
IDS_PROPQUEST_INC_000650	Ah ! Désormais je peux commencer à préparer ce nectar ! Merci. Je veux te récompenser avec une bouteille du Bojolais nouveau fait à l'aide des grappes rapportées par d'autres aventuriers.
IDS_PROPQUEST_INC_000651	Tu pourras découvrir par toi-même son goût fabuleux, teste le donc!
IDS_PROPQUEST_INC_000652	C'est tout ? Ce n'est pas assez pour faire du Bojolais, il me faut au moins 20 Grappes de raisin !
IDS_PROPQUEST_INC_000653	Et si tu trouves du raisin d'un autre cépage… apporte-le à la personne qui prépare le Bojolais dans cette région.
IDS_PROPQUEST_INC_000654	Ramener 20 Grappes de raisin de cette région, chaque région possédant son propre cépage.
IDS_PROPQUEST_INC_000655	
IDS_PROPQUEST_INC_000656	Nectar de Madrigal
IDS_PROPQUEST_INC_000657	La majorité du raisin poussant à Madrigal est utilisé pour faire du vin. Les vins issus des variétés de Flaris, de Saint Morning et de Darkon sont appelés Bojolais.
IDS_PROPQUEST_INC_000658	Si tu as la chance d'en déguster, tu peux selon la légende obtenir de mystérieux pouvoirs !
IDS_PROPQUEST_INC_000659	Il semble en fait que ces trois sortes de raisin possèdent des pouvoirs magiques venant de la terre, je les étudiés depuis longtemps.
IDS_PROPQUEST_INC_000660	Mais nous n'avons aucune de ces variétés, même si c'est la saison des vendanges. Les monstres en raffolent et nous pillent toutes nos récoltes…
IDS_PROPQUEST_INC_000661	Nous ne pouvons donc jamais goûter à ce nectar que nous attendons chaque année. Pourrais-tu nous aider et ramener un peu de ces raisins s'il te plaît ?
IDS_PROPQUEST_INC_000662	Oh merci beaucoup ! Il existe trois sortes de raisins, répartis selon leur région d'origine.  Apporte-moi s'il te plaît 20 Grappes de raisin de cette région uniquement car je ne peux les mélanger avec celles d'autres régions.
IDS_PROPQUEST_INC_000663	Hmm... Je ne peux pas commencer à préparer le Bojolais avant que le jour propice ne soit arrivé !
IDS_PROPQUEST_INC_000664	Ah ! Désormais je peux commencer à préparer ce nectar ! Merci. Je veux te récompenser avec une bouteille du Bojolais nouveau fait à l'aide des grappes rapportées par d'autres aventuriers.
IDS_PROPQUEST_INC_000665	Tu pourra découvrir par toi-même son goût fabuleux, teste le donc!
IDS_PROPQUEST_INC_000666	C'est tout ? Ce n'est pas assez pour faire du Bojolais, il me faut au moins 20 Grappes de raisin !
IDS_PROPQUEST_INC_000667	Et si tu trouves du raisin d'un autre cépage… apporte-le à la personne qui prépare le Bojolais dans cette région.
IDS_PROPQUEST_INC_000668	Ramener 20 Grappes de raisin de cette région, chaque région possédant son propre cépage.
IDS_PROPQUEST_INC_000669	
IDS_PROPQUEST_INC_000670	Voie du Mercenaire - Chapitre 1
IDS_PROPQUEST_INC_000671	Haha, tu cherches donc à devenir Mercenaire !  Cependant tu dois mériter cette classe, et je vais donc te faire passer quelques tests.
IDS_PROPQUEST_INC_000672	Pour commencer, j'aimerai évaluer ta puissance d'attaque, qui est un élément primordial pour tout Mercenaire.
IDS_PROPQUEST_INC_000673	Pour réussir ce test, tu dois juste tuer 10 Jeunes Aibatts, ça ne devrait pas te prendre très longtemps.
IDS_PROPQUEST_INC_000674	Allez, montre moi ce que tu sais faire !
IDS_PROPQUEST_INC_000675	Bonne chance...Tu en auras peut-être besoin.
IDS_PROPQUEST_INC_000676	Olala, je sentais que tu n'aurais pas le niveau, je me demande pourquoi je t'ai même autorisé à faire cela..
IDS_PROPQUEST_INC_000677	Bon… comparé à moi tu es vraiment lent. Ca m'aurait pris 2 minutes, mais bon tu as réussi l'épreuve.
IDS_PROPQUEST_INC_000678	Bon il est clair que toi et moi, on ne joue pas dans la même catégorie…
IDS_PROPQUEST_INC_000679	Pas si facile, hein ?
IDS_PROPQUEST_INC_000680	Ecoute-moi attentivement, ok ? Dégomme moi 10 Jeunes Aibatts, ça devrait te prendre 2 minutes !
IDS_PROPQUEST_INC_000681	(te montrant du doigt) Toi… t'as encore tapé dans la bouteille...
IDS_PROPQUEST_INC_000682	Tu as déjà choisi une autre classe ? Je n'ai rien à faire avec toi…
IDS_PROPQUEST_INC_000683	Tuer 10 Jeunes Aibatts et retourner voir Mustang à Flarine est pour passer le premier test de la voie du Mercenaire.
IDS_PROPQUEST_INC_000684	
IDS_PROPQUEST_INC_000685	Voie du Mercenaire - Chapitre 2
IDS_PROPQUEST_INC_000686	Pas si mal pour un bleu ! Mais ça ne fait que commencer…
IDS_PROPQUEST_INC_000687	Bon, le deuxième test consiste à trouver les matériaux nécessaires pour fabriquer les armes du Mercenaire et par la même occasion en apprendre plus sur celles-ci..
IDS_PROPQUEST_INC_000688	Il y a un matériau en particulier dont tu as besoin, il s'agit des Pierres Brillantes que portent les Aibatts.
IDS_PROPQUEST_INC_000689	Une fois que tu en auras cinq en ta possession, apporte tout ça à Andy, le Maître des Mercenaires que tu trouveras au nord de Flarine.
IDS_PROPQUEST_INC_000690	Je te souhaite chance et sobriété !
IDS_PROPQUEST_INC_000691	Mouais, je savais bien que tu abandonnerais. C'est juste de la paresse ou ??
IDS_PROPQUEST_INC_000692	Merci beaucoup d'être venu jusqu'ici. Maintenant, écoute-moi bien. Un Mercenaire utilise deux types d'armes : l'épée et la hache.
IDS_PROPQUEST_INC_000693	L'épée est rapide et précise mais ne fait pas de lourds dégâts, alors que la hache n'est ni rapide, ni très précise, mais fait beaucoup plus mal qu'une épée. Utiliser ces armes de façon appropriée est très important.
IDS_PROPQUEST_INC_000694	Voilà en ce qui concerne les armes de Mercenaire, j'espère que tu as retenu mon enseignement ?
IDS_PROPQUEST_INC_000695	Je pensais que Mustang m'enverrai des personnes plus aguerries..
IDS_PROPQUEST_INC_000696	Collecter 5 Pierre brillantes sur des Aibatts, et les rapporter au Maître des Mercenaires au nord de Flarine.
IDS_PROPQUEST_INC_000697	
IDS_PROPQUEST_INC_000698	Voie du Mercenaire - Chapitre 3
IDS_PROPQUEST_INC_000699	Tu sembles avoir bien compris comment utiliser les armes, et je n'ai plus rien à t'enseigner désormais.
IDS_PROPQUEST_INC_000700	Maintenant voici la prochaine étape : tu dois rassembler des informations sur les compétences du Mercenaire.
IDS_PROPQUEST_INC_000701	Pour cela, trouve le Grand Dwarpet Langdrong et lui demander de t'apprendre les compétences du Mercenaire.
IDS_PROPQUEST_INC_000702	Il vit dans le Territoire des Grands Dwarpets près des montagnes centrales de Leren.
IDS_PROPQUEST_INC_000703	Que les Héros de Madrigal te protègent !
IDS_PROPQUEST_INC_000704	Tu ne peux pas abandonner maintenant..Ca n'a aucun sens d'abandonner comme ça si soudainement…
IDS_PROPQUEST_INC_000705	Mmmm… tu as du potentiel. Il faut que tu t'entraînes vite, et bien ! Je vais commencer par t'apprendre une de mes techniques…
IDS_PROPQUEST_INC_000706	Prend bien appui sur le sol, et tourne sur toi-même avec ton arme dans les deux mains. Cette attaque rotative nommé Frénésie infligera beaucoup plus de dégâts qu'une attaque classique.
IDS_PROPQUEST_INC_000707	Mais tu ne peux utiliser cette compétence seule, il te faut l'employer après la technique nommé Fulgurance. Tu pourras ensuite enchaîner la technique que je t'ai enseignée plusieurs fois de suite !
IDS_PROPQUEST_INC_000708	C'est Andy qui t'envoie ? Alors, qu'est-ce que tu veux ? Hein ?
IDS_PROPQUEST_INC_000709	Aller voir le Grand Dwarpet Langdrong au Territoire des Grands Dwarpets.
IDS_PROPQUEST_INC_000710	
IDS_PROPQUEST_INC_000711	Voie du Mercenaire - Chapitre 4
IDS_PROPQUEST_INC_000712	Alors, que penses-tu des techniques de Mercenaire ? Oui, tu aimerais en apprendre d'autres je te comprends...
IDS_PROPQUEST_INC_000713	Mais pour l'instant, voici ta dernière épreuve.  Tu te souviens où se trouve le l'Entraîneur des Mercenaires à Flarine ? Tu y trouveras aussi une Instructrice, son nom est... Euh en fait j'ai oublié son nom…
IDS_PROPQUEST_INC_000714	Quoi qu'il en soit,  pour lui prouver ta valeur, tu dois chasser une nouvelle espèce de monstre avant d'aller la voir. Il attaque les gens au sud de Flarine… son nom est Babari.
IDS_PROPQUEST_INC_000715	Bonne chance. Tu tiens ton destin entre tes mains !
IDS_PROPQUEST_INC_000716	Bon… Après tout je ne peux pas y faire grand-chose si tu n'y arrives pas ! Ha ha ha !
IDS_PROPQUEST_INC_000717	Merci beaucoup, il était important de s'occuper de ce monstre. Voici la dernière leçon : elle est sur le rôle du Mercenaire, écoute-moi bien…
IDS_PROPQUEST_INC_000718	Le Mercenaire est le meilleur combattant au corps à corps, et se trouve donc toujours en première ligne sur les champs de bataille en protégeant ses compagnons. Mais attention aux ennemis en surnombre !
IDS_PROPQUEST_INC_000719	Toutes mes félicitations te voilà devenu Mercenaire ! Mais si tu dois affronter une horde d'ennemis, n'oublie pas de former un groupe avec des aventuriers d'autres classes. 
IDS_PROPQUEST_INC_000720	Je ne crois pas que tu me sois d'une quelconque aide pour l'instant… 
IDS_PROPQUEST_INC_000721	Se débarrasser de Babari, le monstre rôdant au sud de Flarine, puis se présenter à l'Instructrice des Mercenaires de Flarine.
IDS_PROPQUEST_INC_000722	
IDS_PROPQUEST_INC_000723	Voie de l'Acolyte - Chapitre 1
IDS_PROPQUEST_INC_000724	Tu souhaites donc devenir Acolyte, c'est un très bon choix ! Cependant tu dois mériter cette classe, et je vais donc te faire passer quelques tests.
IDS_PROPQUEST_INC_000725	Pour commencer, j'aimerai évaluer ta vivacité. Pour cela, je te demande de tuer 10 Jeunes Aibatts. Rien d'impossible, n'est-ce pas ?
IDS_PROPQUEST_INC_000726	Si tu restes concentré, cela sera une formalité tu verras.
IDS_PROPQUEST_INC_000727	Allez je compte sur toi !
IDS_PROPQUEST_INC_000728	Tu ne souhaites pas devenir Acolyte ? Dommage… mais tu es le seul responsable de ton avenir.
IDS_PROPQUEST_INC_000729	Bien joué. Mais tu as encore beaucoup à faire. Devenir Acolyte c'est loin d'être chose facile.
IDS_PROPQUEST_INC_000730	Allez bonne chance !
IDS_PROPQUEST_INC_000731	Dépêche-toi, tu prends trop ton temps pour un objectif aussi simple !
IDS_PROPQUEST_INC_000732	Tu as déjà choisi un autre classe, n'est-ce pas ?
IDS_PROPQUEST_INC_000733	Tuer 10 Jeunes Aibatts et retourner voir Elic à Flarine est pour passer le premier test de la voie de l'Acolyte.
IDS_PROPQUEST_INC_000734	
IDS_PROPQUEST_INC_000735	Voie de l'Acolyte - Chapitre 2
IDS_PROPQUEST_INC_000736	Félicitations pour avoir réussi le premier test ! Mais cela ne fait que commencer…
IDS_PROPQUEST_INC_000737	Le deuxième test consiste à trouver les matériaux nécessaires pour fabriquer les armes de l'Acolyte, et par la même occasion en apprendre plus sur celles-ci..
IDS_PROPQUEST_INC_000738	Il y a un matériau en particulier dont tu as besoin, il s'agit des Forforms que l'on peut trouver en chassant les Mushpangs.
IDS_PROPQUEST_INC_000739	Puis apporte tout ça à Maki, le Maître des Acolytes que tu trouveras au nord de Flarine.
IDS_PROPQUEST_INC_000740	Je te souhaite bonne chance.
IDS_PROPQUEST_INC_000741	Si tu abandonnes, ne compte plus sur moi pour la suite…
IDS_PROPQUEST_INC_000742	Merci d'être venu jusqu'ici, c'est parfait ! Bon, écoute-moi attentivement maintenant. Un Acolyte utilise deux types d'armes : les armes de poing ou les bâtons.
IDS_PROPQUEST_INC_000743	Les armes de poing sont efficaces en combat rapproché, alors que le bâton est nécessaire pour utiliser les sorts de l'Acolyte.
IDS_PROPQUEST_INC_000744	Changer d'arme rapidement au cours du combat permet à l'Acolyte d'assister les membres de son groupe tout en participant au combat. Là est le secret…
IDS_PROPQUEST_INC_000745	Oh… Tu dois en premier lieu accomplir ce que t'as demandé Elic. Sinon tu ne pourras pas accéder à l'épreuve suivante…
IDS_PROPQUEST_INC_000746	Collecter 5 Forforms sur des Mushpangs et les rapporter au Maître des Acolytes au nord de Flarine.
IDS_PROPQUEST_INC_000747	
IDS_PROPQUEST_INC_000748	Voie de l'Acolyte - Chapitre 3
IDS_PROPQUEST_INC_000749	Tu sembles avoir bien compris comment utiliser les armes. Maintenant voici la prochaine étape : tu dois rassembler des informations sur les compétences de l'Acolyte.
IDS_PROPQUEST_INC_000750	Pour cela, trouve le Grand Dwarpet du nom de Goripeg demande lui de t'apprendre les compétences de l'Acolyte.
IDS_PROPQUEST_INC_000751	Il vit dans le Territoire des Grands Dwarpets près des montagnes centrales de Leren.
IDS_PROPQUEST_INC_000752	Que les Héros de Madrigal te protègent !
IDS_PROPQUEST_INC_000753	Je ne te comprends pas. Veux-tu vraiment abandonner maintenant et rendre tous tes efforts aussi vains? Réfléchis-y bien…
IDS_PROPQUEST_INC_000754	Bien, tu as du potentiel, j'accepte de t'apprendre quelques-unes de mes compétences.
IDS_PROPQUEST_INC_000755	Voici une des premières compétences à maîtriser pour tout Acolyte, on l'appelle Vivacité.
IDS_PROPQUEST_INC_000756	Cette technique permet d'augmenter la vitesse d'attaque de ta cible. Je suis sûr que cela te sera très utile à l'avenir !
IDS_PROPQUEST_INC_000757	Fi donc marraud !
IDS_PROPQUEST_INC_000758	Rencontrer le Grand Dwarpet Goripeg dans le Territoire des Grands Dwarpets.
IDS_PROPQUEST_INC_000759	
IDS_PROPQUEST_INC_000760	Voie de l'Acolyte - Chapitre 4
IDS_PROPQUEST_INC_000761	Alors, que penses-tu des techniques de l'Acolyte ? Oui, tu aimerais en apprendre d'autres je te comprends...
IDS_PROPQUEST_INC_000762	Mais pour l'instant, voici ta dernière épreuve.  Te souviens-tu où se trouve le l'Entraîneur des Acolytes à Flarine ? Tu y trouveras aussi une Instructrice, son nom est... Euh en fait j'ai oublié son nom…
IDS_PROPQUEST_INC_000763	Quoi qu'il en soit,  pour lui prouver ta valeur, tu dois chasser une nouvelle espèce de monstre avant d'aller la voir. Il attaque tout le monde à Madren… son nom est Chaner.
IDS_PROPQUEST_INC_000764	Bonne chance. Tu tiens ton destin entre tes mains !
IDS_PROPQUEST_INC_000765	Bon… Après tout j'en ai pas grand-chose à faire si tu n'y arrives pas ! Ha ha ha !
IDS_PROPQUEST_INC_000766	Merci beaucoup, il était important de s'occuper de ce monstre. Voici la dernière leçon : elle est sur le rôle de l'Acolyte, écoute-moi bien…
IDS_PROPQUEST_INC_000767	L'Acolyte est la seule classe qui te permet de soigner et aider les autres au combat, mais aussi d'attaquer directement l'ennemi. L'Acolyte peut donc jouer un rôle assez polyvalent, j'espère que cela te plaira !
IDS_PROPQUEST_INC_000768	Toutes mes félicitations ! Tu es maintenant devenu Acolyte et sera d'un grand secours pour tes amis au combat !
IDS_PROPQUEST_INC_000769	Tu vois bien que j'ai autre chose à faire que de m'occuper de toi !
IDS_PROPQUEST_INC_000770	Se débarrasser de Chaner, le monstre rôdant à Madren, puis se présenter à l'Instructrice des Acolytes de Flarine.
IDS_PROPQUEST_INC_000771	
IDS_PROPQUEST_INC_000772	Voie du Magicien - Chapitre 1
IDS_PROPQUEST_INC_000773	Tu souhaites devenir Magicien ? Parfait, j'espère que cela s'avérera être un choix judicieux pour toi.
IDS_PROPQUEST_INC_000774	Pour commencer, j'aimerai évaluer ta précision et ta vitesse d'exécution. J'espère que tu as acquis une expérience suffisante en tant que Vagabond…
IDS_PROPQUEST_INC_000775	Le test est donc très simple : je veux que tu tues 10 Capitaines Aibatts et que tu reviennes me voir, ça ne devrait pas te faire peur j'espère ?
IDS_PROPQUEST_INC_000776	Je te souhaite bonne chance !
IDS_PROPQUEST_INC_000777	Quoi tu as abandonné ? C'est vrai qu'il est toujours plus facile de fuir devant les difficultés…
IDS_PROPQUEST_INC_000778	Bon travail...
IDS_PROPQUEST_INC_000779	Le temps t'est compté, il faut être plus rapide !
IDS_PROPQUEST_INC_000780	Tu n'as pas choisi la voie du Magicien, alors pourquoi venir me déranger ?
IDS_PROPQUEST_INC_000781	Tuer 10 Capitaines Aibatts et retourner voir Winyei au nord de Saincity pour passer le premier test de la voie du Magicien.
IDS_PROPQUEST_INC_000782	
IDS_PROPQUEST_INC_000783	Voie du Magicien - Chapitre 2
IDS_PROPQUEST_INC_000784	Bien joué, le premier test est un succès. Maintenant passons à la prochaine étape de ton entraînement.
IDS_PROPQUEST_INC_000785	Bon, le deuxième test consiste à trouver les matériaux nécessaires pour fabriquer les armes du Magicien et par la même occasion en apprendre plus sur celles-ci..
IDS_PROPQUEST_INC_000786	Il y a matériau en particulier dont tu as besoin, il s'agit des Pierres brillantes que tu peux trouver en tuant des Aibatts.
IDS_PROPQUEST_INC_000787	Ensuite présente-toi au Maître des Magiciens, qui se trouve à l'ouest de la ville de Saincity.
IDS_PROPQUEST_INC_000788	Bonne chance !
IDS_PROPQUEST_INC_000789	Bon, cela te regarde si tu veux abandonner. J'espère juste que tu ne vas pas le regretter par la suite.
IDS_PROPQUEST_INC_000790	Merci d'être venu me voir, tu as passé le test avec succès. Maintenant je vais t'en apprendre davantage sur les 2 types d'armes utilisées par le Magicien, la Baguette et le Bâton.
IDS_PROPQUEST_INC_000791	La Baguette est une arme magique qui permet d'attaquer à distance, alors que le Bâton est utilisé pour se défendre en combat rapproché mais de faible puissance.
IDS_PROPQUEST_INC_000792	Il te faudra bien savoir utiliser ces 2 armes si tu veux devenir un grand Magicien !
IDS_PROPQUEST_INC_000793	Comment ? Winyei ne t'a pas confié une tâche avant de te recommander à moi ? Cela m'étonne…
IDS_PROPQUEST_INC_000794	Collecter 10 Pierres Brillantes sur des Aibatts et les rapporter au Maître des Magiciens Hee près de la place de Saincity.
IDS_PROPQUEST_INC_000795	
IDS_PROPQUEST_INC_000796	Voie du Magicien - Chapitre 3
IDS_PROPQUEST_INC_000797	Tu sembles avoir bien compris comment utiliser les armes. Voici la prochaine étape.\nTu connais les Grands Dwarpets ? Ils vivent près des montagnes centrales de Leren.
IDS_PROPQUEST_INC_000798	Présente-toi au Grand Dwarpet Hastan, c'était un grand magicien dans le temps.
IDS_PROPQUEST_INC_000799	Il t'apprendra bien des choses, et s'il t'aime bien, il te confiera même une de ses techniques.
IDS_PROPQUEST_INC_000800	Bon courage dans ta quête !
IDS_PROPQUEST_INC_000801	Tu t'inquiètes pour la suite des évènements ? N'y prête pas attention, aies juste confiance en toi.
IDS_PROPQUEST_INC_000802	Tu as du potentiel… Je veux bien t'apprendre une de mes techniques, c'est une très importante.
IDS_PROPQUEST_INC_000803	Voici une des premières compétences à maîtriser pour tout Magicien, on l'appelle Fouet Mental.
IDS_PROPQUEST_INC_000804	Grâce à cette compétence, tu peux utiliser ta force psychique pour infliger des dégâts à un ennemi, uniquement en le persuadant qu'il a été blessé. Cette attaque se révèlera souvent très efficace, tu verras.
IDS_PROPQUEST_INC_000805	Que me veux-tu ? J'ai un bain à prendre, laisse-moi tranquille...
IDS_PROPQUEST_INC_000806	Rencontrer Hastan qui habite avec les Grand Dwarpets près des Montagnes centrales de Leren.
IDS_PROPQUEST_INC_000807	
IDS_PROPQUEST_INC_000808	Voie du Magicien - Chapitre 4
IDS_PROPQUEST_INC_000809	Voilà, je t'ai enseigné tout ce que je savais.  Et surtout, n'oublie jamais cette technique, compris?
IDS_PROPQUEST_INC_000810	Mais pour l'instant, voici ta dernière épreuve.  Te souviens-tu où se trouve le l'Entraîneur des Magiciens ? Tu y trouveras aussi une Instructrice, son nom est... Euh en fait j'ai oublié son nom…
IDS_PROPQUEST_INC_000811	Quoi qu'il en soit,  pour lui prouver ta valeur, tu dois chasser une nouvelle espèce de monstre avant d'aller la voir. Il attaque les gens près du Saint Arbre… son nom est Seido.
IDS_PROPQUEST_INC_000812	Quoi qu'il en soit,  pour lui prouver ta valeur, tu dois chasser une nouvelle espèce de monstre avant d'aller la voir. Il attaque les gens près du Saint Arbre… son nom est Seido.
IDS_PROPQUEST_INC_000813	Tu n'es pas intéressé ? Tant pis, je ne peux pas le faire pour toi de toute façon…
IDS_PROPQUEST_INC_000814	Oh cette note c'est… et tu nous as aussi débarrassé de Seido ! Merci ! On va enfin avoir un peu de paix. Tu mérites que je t'enseigne quelque chose :
IDS_PROPQUEST_INC_000815	Le Magicien à la particularité d'utiliser des sorts pour se battre à distance, mais se montre très faible au corps-à-corps. Aussi il peut attaquer plusieurs ennemis à la fois, tout en restant hors de portée des ennemis.
IDS_PROPQUEST_INC_000816	Quoi qu'il en soit,  pour lui prouver ta valeur, tu dois chasser une nouvelle espèce de monstre avant d'aller la voir. Il attaque les gens près du Saint Arbre… son nom est Seido.
IDS_PROPQUEST_INC_000817	Je n'ai pas le temps de m'occuper de toi désolé, les monstres n'attendent pas…
IDS_PROPQUEST_INC_000818	Oh cette note c'est… et tu nous as aussi débarrassé de Seido ! Merci ! On va enfin avoir un peu de paix. Tu mérites que je t'enseigne quelque chose :
IDS_PROPQUEST_INC_000819	
IDS_PROPQUEST_INC_000820	Au voleur !
IDS_PROPQUEST_INC_000821	A l'aide ! A l'aide ! Ma tirelire… Mon argent !! Quelqu'un a volé ma tirelire ! Aidez-moi !!
IDS_PROPQUEST_INC_000822	(Retrouvant son calme) Je gardais de l'argent pour acheter un cadeau à ma petite amie, mais ma précieuse tirelire a disparu ce matin.
IDS_PROPQUEST_INC_000823	J'ai demandé à tout le monde, et on m'a dit qu'il y avait des voleurs qui se cachaient au nord des montagnes de Leren depuis quelques temps...
IDS_PROPQUEST_INC_000824	Mais je ne crois que ce que je vois. Tu pourrais aller vérifier pour moi peut-être ? S'il te plaît ?
IDS_PROPQUEST_INC_000825	Merci ! Rapporte-moi la preuve que ces voleurs existent bel et bien, et reviens me voir au plus vite.
IDS_PROPQUEST_INC_000826	Quoi ! Tu dis que t'en as rien à faire ? C'est bon je vais demander à quelqu'un d'autre. J'ai pas besoin de toi de toute façon...
IDS_PROPQUEST_INC_000827	Alors ?! Oh donc ces voleurs Big Bang existent bien ! Merci beaucoup….
IDS_PROPQUEST_INC_000828	C'est une bonne preuve, mais… je veux du concret !
IDS_PROPQUEST_INC_000829	Se rendre aux Montagnes nord de Leren et rapporter une preuve de l'existence de voleurs dans cette région
IDS_PROPQUEST_INC_000830	
IDS_PROPQUEST_INC_000831	Tirelire de Luda
IDS_PROPQUEST_INC_000832	J'ai demandé à plusieurs témoins avec la preuve que tu m'as rapportée, et maintenant je suis sûr que c'est les Big Bangs qui ont ma tirelire !
IDS_PROPQUEST_INC_000833	Je suis vraiment désolé, mais s'il te plaît accorde-moi encore une faveur. Je ne pourrais acheter de cadeau à ma petite amie qu'une fois que j'aurais cet argent. En plus…
